,Trial,Block,Subj,Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,TotalLookingTime
96,3,1,60,0.1759999999999999,0.288,0.012,0.0,0.0,0.3480000000000001,0.0,0.0,0.0,0.212,1.036
97,3,1,61,0.0,0.0,0.0,0.276,0.29999999999999993,0.0,0.0,0.0,0.0,0.016,0.592
98,3,1,62,0.0,0.0,0.0,0.34,0.0,1.388,0.0,0.0,0.0,0.004,1.732
99,3,1,63,0.0,0.248,0.0,0.0,0.0,0.2279999999999999,0.808,0.0,0.516,0.008,1.808
100,3,1,67,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.02,0.672
101,3,1,68,0.0,0.1569999999999999,0.0,0.065,0.077,0.5359999999999999,0.0,0.0,0.0,0.056,0.8909999999999998
102,3,1,69,0.0,0.0,0.0,0.0,0.6280000000000001,0.0,0.136,0.3959999999999999,0.0,0.192,1.352
103,3,1,70,0.4760000000000001,0.136,0.0,0.156,0.132,0.236,0.0,0.0,0.0,0.1639999999999999,1.3
104,3,1,71,0.0,0.752,0.0,0.0,0.0,0.0,0.224,0.0,0.548,0.008,1.532
105,4,1,23,0.0,0.28800000000000003,0.0,0.0,0.0,0.0,0.0,0.208,0.0,0.004,0.5
106,4,1,26,0.0,0.0,0.0,0.184,0.0,0.6040000000000001,0.0,0.0,0.484,0.012,1.284
107,4,1,27,0.0199999999999999,0.0,0.068,0.0,0.0,0.0,0.008,0.2479999999999999,0.976,0.12000000000000001,1.44
108,4,1,28,0.0,0.832,0.0,0.0,0.0,0.0,0.092,0.0,0.0,0.24399999999999977,1.1679999999999997
109,4,1,29,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.76,0.004,0.964
110,4,1,30,0.0,0.012,0.0,0.1839999999999999,0.0,0.0,0.0,0.0,0.0,0.5879999999999999,0.7839999999999998
111,4,1,31,0.0,0.0,0.0,0.004,0.364,0.224,0.0,0.0,0.0,0.0,0.592
112,4,1,34,0.0,0.7120000000000001,0.008,0.0,0.0,0.0,0.316,0.288,0.0,0.044,1.368
113,4,1,35,0.0,0.0,0.0,2.0280000000000005,0.0,0.0,0.0,0.0559999999999999,0.0,0.14400000000000002,2.2280000000000006
114,4,1,36,0.0,0.0,0.0,0.748,0.848,0.0,0.0,0.0,0.0,0.02,1.616
115,4,1,37,0.0,0.0,0.0,0.0,0.2239999999999999,0.684,0.0,0.0,0.0,0.008,0.9159999999999999
116,4,1,38,0.288,0.804,0.0,0.0,0.024,0.008,0.48,0.0,0.3079999999999998,0.004,1.916
117,4,1,39,0.0,0.0,0.0,0.276,3.3520000000000003,0.0,0.0,0.0,0.0,0.004,3.632
118,4,1,40,2.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,2.3680000000000003
119,4,1,41,0.0,0.0,0.0,0.396,0.0,0.0,0.0079999999999999,0.14,0.196,0.108,0.848
120,4,1,42,0.0,0.0,0.0,0.1399999999999999,1.9,0.268,0.0,0.0,0.0,0.012,2.32
121,4,1,43,0.0999999999999999,0.124,0.296,0.0,0.204,0.2319999999999999,0.0,0.0,0.0,0.004,0.9599999999999997
122,4,1,44,0.0,0.0,0.0,0.0,0.248,1.636,0.548,0.0,0.312,0.008,2.752
123,4,1,45,0.0,0.0,0.168,0.0,0.0,0.4,0.0,0.396,0.136,0.0399999999999999,1.14
124,4,1,46,0.176,0.0,0.264,0.0,0.0,0.0,0.592,0.0,0.428,0.004,1.464
125,4,1,47,0.0,0.168,0.088,0.0,0.0,0.0,0.0,0.168,0.504,0.0279999999999999,0.956
126,4,1,49,0.0,0.456,0.0,0.0,0.0,0.1999999999999999,0.0,0.0,0.0,0.224,0.8799999999999999
127,4,1,53,0.5159999999999998,0.0,0.0,0.0,0.0,0.192,0.436,0.0,0.0,0.0,1.1439999999999997
128,4,1,54,0.004,0.0,0.0,0.224,0.0,0.64,0.0,0.0,0.0,0.164,1.032
129,4,1,55,0.0159999999999999,0.46,0.4000000000000001,0.0,0.0,0.0,0.004,0.0,0.0,0.196,1.076
130,4,1,57,0.0,0.0,0.0,2.128,0.0,0.0,0.0,0.0,0.0,0.232,2.3600000000000003
131,4,1,60,0.0,0.0,0.0,0.392,0.0,0.0,0.0,0.0,0.0,0.892,1.284
132,4,1,61,0.4679999999999999,0.0,0.0,0.488,0.0,0.0,0.0,0.0,0.0,0.0,0.956
133,4,1,62,0.0,0.0,0.0,0.14,0.0,0.4439999999999999,0.0,0.0,0.0,0.388,0.9719999999999999
134,4,1,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.244,0.38,0.004,0.628
135,4,1,67,0.0,1.044,0.0,0.0,0.0,0.3319999999999998,0.02,0.0,0.0,0.028,1.424
136,4,1,68,0.15000000000000002,0.0,0.0,0.6819999999999999,0.0,0.024,0.0,0.0,0.0,0.1079999999999998,0.9639999999999997
137,4,1,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7439999999999998,0.252,0.36,2.356
138,4,1,70,0.18799999999999992,0.044,0.11599999999999999,0.0,0.0,0.0,0.236,0.0439999999999999,0.296,0.016,0.94
139,4,1,71,0.0,0.0,0.012,0.24,0.644,0.0,0.0,0.0,1.38,0.016,2.292
140,5,1,23,0.0,0.40800000000000003,0.0,0.252,0.0,0.0,0.296,0.0,0.0,0.0159999999999999,0.9719999999999999
141,5,1,26,0.0,0.0,0.0,0.0,0.0,0.5800000000000001,0.0,0.124,0.212,0.104,1.02
142,5,1,27,0.268,0.0,1.904,0.0,0.0,0.0,0.0,0.0,0.0,0.216,2.388
143,5,1,28,0.5479999999999999,0.1639999999999999,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.012,1.164
144,5,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.484,0.004,0.728
145,5,1,30,0.0,0.0439999999999999,0.304,0.0439999999999999,0.0,0.7,0.0,0.0,0.0,0.1119999999999999,1.2039999999999995
146,5,1,31,0.0,0.0,0.0,0.22,0.508,0.0,0.0,0.0,0.0,0.0,0.728
147,5,1,34,0.0,0.956,0.0,0.4519999999999999,0.0,0.24,0.0,0.0,0.0,0.012,1.66
148,5,1,35,0.004,0.2159999999999999,0.1039999999999999,0.268,0.2799999999999999,0.0,0.244,0.1360000000000001,0.0,0.256,1.5079999999999998
149,5,1,36,0.0,0.0,0.0,0.0,0.0,1.3640000000000003,0.496,0.196,0.0,0.21200000000000002,2.2680000000000002
150,5,1,37,0.012,0.136,0.008,0.5640000000000001,0.0,0.0,0.0,0.0,0.0,0.1759999999999996,0.8959999999999997
151,5,1,38,0.0,0.0,0.0,0.0,0.516,0.0,0.0,0.508,0.0,0.0,1.024
152,5,1,39,0.0,0.0,0.0,0.0,2.192,0.0,0.0159999999999999,0.0,0.0,0.42800000000000005,2.636
153,5,1,40,0.472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.712
154,5,1,41,0.0,0.0,0.0,0.0,0.0039999999999999,0.0,0.0,0.5680000000000001,0.02,0.3279999999999999,0.9199999999999999
155,5,1,42,0.0,0.0,0.3760000000000001,0.0759999999999999,0.2399999999999999,0.30399999999999994,0.0,0.0,0.0,0.08,1.0759999999999998
156,5,1,43,0.0,0.0,0.0,0.0,0.0,0.0,0.328,0.6319999999999999,0.0,0.004,0.964
157,5,1,44,0.0,0.0,0.0,0.0,0.0,0.388,0.0,0.0,0.4360000000000001,0.0,0.8240000000000001
158,5,1,45,0.0,0.348,0.0,0.0,0.0,0.0,0.7280000000000001,0.0039999999999998,0.216,0.004,1.2999999999999998
159,5,1,46,0.0,0.0,0.3879999999999999,0.524,0.0,0.0,0.0,0.0,0.3879999999999999,0.008,1.3079999999999998
160,5,1,47,0.0,0.252,0.0,0.0,0.0,0.0,0.0,0.0,0.176,0.108,0.536
161,5,1,49,0.0,0.3560000000000001,0.268,0.188,0.0,0.224,0.0,0.0,0.0,0.008,1.044
162,5,1,53,0.0,0.208,0.0,0.0,0.0,0.0,0.9039999999999999,0.0,0.0,0.14,1.2519999999999998
163,5,1,54,0.1799999999999999,0.132,0.4159999999999999,0.02,0.0,0.192,0.0,0.0,0.1159999999999999,0.04,1.0959999999999999
164,5,1,55,0.16,0.304,0.5640000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0079999999999999,1.036
165,5,1,57,0.0,0.0,0.0,0.2719999999999999,0.028,0.1399999999999999,0.252,0.244,0.0,0.008,0.9439999999999998
166,5,1,60,0.236,0.0,0.0,0.016,0.004,0.0759999999999999,0.0,0.0,0.0,0.496,0.8279999999999998
167,5,1,61,0.008,0.2,0.0,0.0479999999999999,0.088,0.068,0.0,0.0,0.0,0.8800000000000001,1.292
168,5,1,62,0.0,0.0,0.0,0.0,0.112,2.156,0.016,0.0,0.0,0.1399999999999999,2.4240000000000004
169,5,1,63,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.22,0.004,0.844
170,5,1,67,0.36,0.7520000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,1.116
171,5,1,68,0.0,0.0,0.0,0.508,0.0,0.1169999999999999,0.0,0.0,0.0,0.062,0.6869999999999998
172,5,1,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0559999999999999,0.616,0.372,0.1239999999999999,1.168
173,5,1,70,0.312,0.176,0.0,0.0,0.0,0.0,0.0,0.004,0.2319999999999999,0.008,0.7319999999999999
174,5,1,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,6,1,23,0.0,0.236,0.0,0.0,0.0,0.0,0.7359999999999999,0.0,0.48,0.004,1.456
176,6,1,26,0.0,0.0,0.0,0.0,0.0,0.0,0.252,0.0,0.58,0.0,0.832
177,6,1,27,0.0,0.0,1.0839999999999999,0.0,0.04,0.0,0.128,0.0,0.5880000000000001,0.28800000000000003,2.128
178,6,1,28,0.40800000000000003,0.208,0.728,0.0,0.0,0.0,0.0,0.0,0.0,0.216,1.5599999999999998
179,6,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.248,0.0,0.636,0.0,0.884
180,6,1,30,0.5,1.144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.644
181,6,1,31,0.0,2.092,0.0,0.224,0.248,0.0,0.0,0.0,0.0,0.0,2.564
182,6,1,34,0.0,0.252,0.47200000000000003,0.0,0.0,0.0,0.0,0.104,0.0,0.035999999999999796,0.8639999999999998
183,6,1,35,0.0,0.0,0.0,0.288,0.0,0.0,0.0,0.8599999999999999,0.0,0.028,1.176
184,6,1,36,0.2839999999999999,0.29200000000000004,0.056,0.016,0.0,0.031999999999999904,0.2039999999999999,0.304,0.0,0.22799999999999998,1.4159999999999997
185,6,1,37,0.0,0.016,0.0,0.0,0.0,0.24,0.0,0.0,0.4559999999999999,0.0,0.712
186,6,1,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.288,0.144,0.004,1.436
187,6,1,39,0.0,0.0,0.0,0.0,2.624,0.0,0.0,0.0,0.0,0.0,2.624
188,6,1,40,0.0,1.0919999999999999,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.548,1.936
189,6,1,41,0.0,0.0,0.0,0.0,0.876,0.0,0.0,0.0,0.0,0.0,0.876
190,6,1,42,0.0,0.0,0.0,0.144,2.46,0.244,0.0,0.0,0.0,0.008,2.856
191,6,1,43,0.0,0.0,0.0,0.32,0.312,0.0,0.0,0.0,0.0,0.004,0.636
192,6,1,44,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.2159999999999999,0.204,0.8599999999999999
193,6,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.392,0.0,0.276,0.0,0.668
194,6,1,46,0.292,0.368,0.28,0.0,0.3920000000000001,0.0,0.0,0.272,0.1759999999999999,0.004,1.784
195,6,1,47,0.2,0.2319999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519999999999999,0.4839999999999998
196,6,1,49,0.0,0.0,0.0,0.42,0.0,0.552,0.0,0.0,0.0,0.008,0.98
197,6,1,53,0.0,0.0,0.2759999999999999,0.0,0.0,0.0,0.768,0.0,0.228,0.004,1.276
198,6,1,54,0.0,0.0,0.0,0.0999999999999999,0.0,2.3120000000000003,0.0,0.0,0.0,0.004,2.4160000000000004
199,6,1,55,0.068,1.548,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.356,1.976
200,6,1,57,0.264,0.608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.872
201,6,1,60,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.88
202,6,1,61,0.504,0.0,0.0,0.032,0.256,0.068,0.0,0.0,0.0,0.0079999999999999,0.868
203,6,1,62,0.0,0.0,0.0,0.316,1.7960000000000005,0.568,0.0,0.0,0.0,0.05199999999999991,2.732
204,6,1,63,0.0,0.0,0.0,0.0,0.388,0.0,0.0,0.348,0.0,0.0,0.736
205,6,1,67,0.0,0.652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.652
206,6,1,68,0.0199999999999999,0.0,0.2189999999999999,0.1109999999999999,0.11599999999999999,0.0,0.0,0.12,0.0,0.123,0.7089999999999996
207,6,1,69,0.0,0.0,0.0,0.0,0.0,0.0039999999999999,0.0,0.8400000000000001,0.20400000000000001,0.035999999999999796,1.0839999999999999
208,6,1,70,0.0,0.368,0.0,0.0,0.0,0.0,0.248,0.0,0.0,0.0,0.616
209,6,1,71,0.0,0.0,0.0,0.0,0.6960000000000002,0.004,0.356,0.0,0.232,0.012,1.3
210,7,1,23,0.0,0.536,0.0,0.0,0.0,0.24,0.016,0.0,0.0,0.0,0.792
211,7,1,26,0.0,0.0,0.0,0.372,0.376,0.0,0.0,0.188,0.312,0.008,1.256
212,7,1,27,0.404,0.1200000000000001,0.27999999999999997,0.0,0.8359999999999999,0.0,0.148,0.252,0.2119999999999999,0.0879999999999998,2.3399999999999994
213,7,1,28,0.58,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0239999999999998,0.6999999999999997
214,7,1,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.204,0.1239999999999998,3.328
215,7,1,30,0.0,1.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008
216,7,1,31,0.252,0.02,0.004,0.0,0.0,0.0,0.012,0.0,0.0039999999999999,0.20400000000000001,0.49599999999999994
217,7,1,34,0.0,0.0,0.7479999999999999,0.0,0.42,0.0,0.092,0.0,0.0,0.1999999999999999,1.4599999999999997
218,7,1,35,0.26,0.0,0.0,0.184,0.0,0.16,0.26,0.5280000000000001,0.0,0.012,1.4040000000000001
219,7,1,36,0.0759999999999999,0.2519999999999999,0.5479999999999998,0.008,0.028,0.004,0.22,0.0,0.2239999999999999,0.0279999999999999,1.3879999999999995
220,7,1,37,0.0,0.716,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964
221,7,1,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24000000000000002,0.008,0.4119999999999999,0.6599999999999999
222,7,1,39,0.0,0.0,0.0,0.0,1.2000000000000002,0.0959999999999999,0.264,0.0,0.0,0.0,1.56
223,7,1,40,1.0240000000000002,0.2440000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.352,0.012,1.6320000000000001
224,7,1,41,0.0,0.0,0.0,0.3720000000000001,0.0,0.0,0.32,0.0,0.404,0.008,1.104
225,7,1,42,0.0,0.0,0.0,0.236,2.4720000000000004,0.0,0.0,0.0,0.0,0.0,2.708
226,7,1,43,0.1359999999999999,0.52,0.0,0.212,0.0,0.0,0.0,0.0,0.0,0.004,0.8719999999999999
227,7,1,44,0.0,0.0,0.0,0.0,0.0,2.26,0.0,0.0,0.0,0.224,2.484
228,7,1,45,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0479999999999999,0.192,0.008,0.6279999999999999
229,7,1,46,0.184,0.0079999999999999,0.1039999999999999,0.0,0.2319999999999999,0.0,0.164,0.23599999999999988,0.0,0.06,0.9879999999999995
